name,time,tweets
Bernie Sanders,2016-07-06 15:56:28,Congress must stand up to the multi-national food industry and reject this outrageous bill. Text GMO to 82623 to call your senators.
Bernie Sanders,2016-07-06 15:39:09,Monsanto is spending millions of dollars to overturn legislation passed by states that calls for the labeling of GMO food.
Bernie Sanders,2016-07-06 14:51:07,I applaud @HillaryClinton for the very bold initiative she has just brought forth for the financing of higher education.
Bernie Sanders,2016-07-06 14:48:13,For some it means not going to college at all. For others it means graduating school with crippling student loan debt.
Bernie Sanders,2016-07-06 14:45:23,As I traveled throughout the country I heard over and over again what the high costs of college and student debt do to people's lives.
Bernie Sanders,2016-07-06 13:34:52,When parents buy food for their children they have a right to know what they're feeding them. We must allow states to require GMO labeling.
Bernie Sanders,2016-07-06 00:42:01,Despite major increases in productivity the median male worker in America today is making $726 dollars LESS than he did in 1973.
Bernie Sanders,2016-07-05 23:32:00,We need to end the international scandal in which large corporations avoid paying trillions in taxes to their national governments.
Bernie Sanders,2016-07-05 21:08:46,RT @WorkingFamilies: It just makes sense! Tell the #DemPlatform committee to #StopTPPNow: https://t.co/4IfLXa573D https://t.co/93Rggzcdc6
Bernie Sanders,2016-07-05 20:14:03,RT @greenpeaceusa: Fracking is just one reason we need to #StopTPPNow https://t.co/skuSHuy5gI https://t.co/6f0UVQQZoH
Bernie Sanders,2016-07-05 17:17:14,RT @RoseAnnDeMoro: For the sake of workers our health &amp; the #environment-sign this petition! #StopTPPNow in the #DemPlatform https://t.co/…
Bernie Sanders,2016-07-05 17:01:23,.@TheDemocrats must go on record in opposition to holding a vote on the TPP. https://t.co/d6yJ5tFelL #StopTPPNow https://t.co/9x6jPcbEp8
Bernie Sanders,2016-07-05 16:48:46,RT @OurPoliticalRev: The American government needs to learn from its mistakes. NAFTA CAFTA and PNTR were disastrous. #StopTPPNow https://…
Bernie Sanders,2016-07-05 16:47:07,We don't need more unfettered free trade deals that outsource millions of jobs and shut down tens of thousands of factories. #StopTPPNow
Bernie Sanders,2016-07-05 16:32:05,Elected officials must focus on protecting the environment for our future generations not enable polluters to curb regulations. #StopTPPNow
Bernie Sanders,2016-07-05 16:24:23,RT @citizenstrade: Urge the Democratic Party Platform Committee to officially oppose the #TPP here: https://t.co/JgAp3xuJ6h #StopTPPNow
Bernie Sanders,2016-07-05 16:17:29,RT @CWAUnion: Opposition to TPP must be in @TheDemocrats Platform. Urge the platform committee to oppose the TPP here #StopTPPNow https://t…
Bernie Sanders,2016-07-05 16:14:06,A disastrous trade agreement should not be "fast-tracked" for a vote on Congress. In fact it should never be brought to a vote. #StopTPPNow
Bernie Sanders,2016-07-05 16:13:25,RT @People4Bernie: Virtually every major environmental group is opposed to the TPP #StopTPPNow https://t.co/oVCmqG8xt5
Bernie Sanders,2016-07-05 16:12:19,RT @DFAaction: Both @BernieSanders and @HillaryClinton opposed the #TPP. #DemPlatform should reflect their opposition. #StopTPPNow https://…
Bernie Sanders,2016-07-05 16:05:47,It is clear that we need to fundamentally reject our “free trade” policies and move to fair trade. https://t.co/WxKxmnKxgj #StopTPPNow
Bernie Sanders,2016-07-05 15:02:05,We need to fundamentally change the relationship between the U.S. Government and the Native American community. https://t.co/944F5JHtqV
Bernie Sanders,2016-07-05 14:08:03,Want to help amplify Bernie's message with other supporters using social media? Join Connect: https://t.co/QjTOY0DzgL
Bernie Sanders,2016-07-05 12:47:37,While we're trying to supplement our nearly 1900 delegates' trips to the convention they're largely self-funding. Help them out if you can.
Bernie Sanders,2016-07-05 01:32:05,We have got to cut military spending around the globe and address the true causes of war: poverty hatred hopelessness and ignorance.
Bernie Sanders,2016-07-04 22:02:06,Let’s be clear: we have an economic model developed by the economic elite to benefit the economic elite. Time for real change.
Bernie Sanders,2016-07-04 17:30:41,Today we celebrate 240 years of American independence. Happy 4th of July! https://t.co/EltkNZqrZZ
Bernie Sanders,2016-07-04 16:10:04,We shouldn't have to compete against workers in low-wage countries. Instead we should help those countries develop sustainable economies.
Bernie Sanders,2016-07-04 14:08:06,Let's try something radical and practice democracy. Write your Senators &amp; ask them to oppose the Monsanto GMO bill: https://t.co/7RUHUpeaBa
Bernie Sanders,2016-07-04 01:09:07,The top 1 percent now owns more wealth than the whole of the bottom 99 percent. How has this been accepted for so long?
Bernie Sanders,2016-07-03 23:12:02,At a time when huge financial institutions are bigger now than before they were bailed out we must enact a 21st-century Glass-Steagall Act.
Bernie Sanders,2016-07-03 21:08:06,The Party platform drafted in St. Louis is an excellent start but let us be clear it's a document that needs to be significantly improved.
Bernie Sanders,2016-07-03 20:03:27,RT @GunnelsWarren: The political revolution of 2016 will continue. It cannot and will not fade into the night. On to Orlando. https://t.co/…
Bernie Sanders,2016-07-03 19:32:05,The Democratic Party needs to make clear that we stand with those who are struggling and who have been left behind.  https://t.co/FXAErMag1r
Bernie Sanders,2016-07-03 17:52:04,Write to your Senators and ask them to oppose the GMO labeling bill supported by corporations like Monsanto. https://t.co/0fxxFga7kV
Bernie Sanders,2016-07-03 16:02:07,The issue of labeling our food isn’t controversial. The overwhelming majority of Americans favor GMO labeling.
Bernie Sanders,2016-07-03 14:50:04,The Dem Party must go on record in opposition to holding a vote on the TPP during the lame-duck session of Congress. https://t.co/UTf225pW73
Bernie Sanders,2016-07-03 13:52:01,People have a right to know what is in the food they eat and the Senate shouldn't stop states from passing laws that let that happen.
Bernie Sanders,2016-07-03 01:25:02,The American people have made it perfectly clear time and time again: climate change is real and we must take bold action to curb it today.
Bernie Sanders,2016-07-02 23:32:04,Fossil fuel executives are hell-bent on doing everything in their power to block action and they're doing it by bankrolling elections.
Bernie Sanders,2016-07-02 22:03:04,Some corporations have deliberately chosen to put profits ahead of the health of people and our planet. They must be brought to justice.
Bernie Sanders,2016-07-02 20:45:02,We must do all we can to ensure Donald Trump does not become president. Climate change skepticism has no place in the Oval Office.
Bernie Sanders,2016-07-02 18:31:02,We must move forward with climate justice policies that recognize the public health risks faced by low-income and minority communities.
Bernie Sanders,2016-07-02 16:53:03,Some politicians still refuse to recognize the reality of climate change. In the year 2016. It's a national embarrassment.
Bernie Sanders,2016-07-02 15:02:03,Citizens United amounts to legalized bribery – plain and simple.
Bernie Sanders,2016-07-02 13:02:04,Public funding of elections increases voter participation and lowers time spent on fundraising allowing politicians to work on real issues.
Bernie Sanders,2016-07-02 01:31:04,Putting a price on carbon via a carbon tax is one of the most cost-effective strategies for quickly fighting climate change.
Bernie Sanders,2016-07-02 00:08:05,As a father of four and a grandfather of seven I'll do all I can to leave a healthy livable planet for all of our kids and grandchildren.
Bernie Sanders,2016-07-01 22:38:05,The Democratic Platform includes some accomplishments that will begin to move this country in the right direction. https://t.co/JbCstczoEO
Bernie Sanders,2016-07-01 21:12:07,We must ban offshore drilling stop dirty pipeline projects like the Keystone XL and stop exports of liquefied natural gas and crude oil.
Bernie Sanders,2016-07-01 19:46:06,For every dollar invested in energy efficiency families and businesses can enjoy up to $4 in energy savings.
Bernie Sanders,2016-07-01 18:21:04,If this country is about anything it’s about religious freedom and religious tolerance. We're not going to accept Trump's bigotry.
Bernie Sanders,2016-07-01 17:12:38,The Dem Platform includes many important issues but it's missing a big one: opposing the TPP. Sign the petition: https://t.co/Ppa5eKubfu
Bernie Sanders,2016-07-01 16:41:06,Queremos un sistema político y económico que trabaje para todos nosotros no sólo para los multimillonarios. https://t.co/ZO4kwRXdfZ
Bernie Sanders,2016-07-01 15:41:08,Let’s be frank we have a very corrupt campaign finance system that allows Wall Street and billionaires to buy elections. That's gotta end.
Bernie Sanders,2016-07-01 02:11:04,Are we able to bring all of our nearly 1900 delegates to the Democratic convention? Pitch in before midnight. https://t.co/pkLq72kS45
Bernie Sanders,2016-07-01 01:35:46,We still have despite the gains of the Affordable Care Act 28 million people with no health insurance. How is that moral?
Bernie Sanders,2016-06-30 21:52:16,People are catching on that the ideas that they have are in fact mainstream ideas that millions of others support. https://t.co/D6Ah8Q6eBx
Bernie Sanders,2016-06-30 20:12:35,Can you make a contribution towards ensuring we get all of our delegates to the Democratic convention next month? https://t.co/bT6i4KdFwX
Bernie Sanders,2016-06-30 16:55:04,If we all make our voices heard we can win the fight against the TPP. Sign our petition and stand with us: https://t.co/E2HUqI1Guv #StopTPP
Bernie Sanders,2016-06-30 15:12:05,Trade is a good thing but it has to be fair. And the TPP is anything but fair. We must ensure the TPP doesn't come up for a vote. #StopTPP
Bernie Sanders,2016-06-30 13:34:55,We need trade policies that benefit American workers not just corporate CEOs. Democrats must do all they can to defeat the TPP. #StopTPP
Bernie Sanders,2016-06-30 01:01:03,The TPP is a continuation of our disastrous trade policies that have devastated manufacturing cities all over this country. #StopTPP
Bernie Sanders,2016-06-29 23:25:08,Tell the DNC: We have gotta strongly oppose bad trade agreements like the TPP in the Party Platform. #StopTPP https://t.co/PdXXerIGt0
Bernie Sanders,2016-06-29 21:24:37,Our job is to do everything we can to rally support for an amendment to the platform in strong opposition to the TPP. #StopTPP
Bernie Sanders,2016-06-29 19:04:13,We've made some great progress in the Democratic Party platform but more needs to be done. We must defeat the disastrous TPP. #StopTPP
Bernie Sanders,2016-06-29 16:40:34,Tell the DNC Platform Committee to prevent the disastrous TPP trade deal from ever coming up for a vote. #StopTPP https://t.co/sl8gwSNwBw
Bernie Sanders,2016-06-29 15:34:03,Today the wealthiest 62 people on this planet own as much wealth as the bottom half of the world’s population — around 3.6 billion people.
Bernie Sanders,2016-06-29 13:54:06,That is our greatest danger: becoming used to it and thinking it is normal. It is NOT normal. It is an outrage.
